Mã nhận dạng kênh,Tự động kiểm duyệt kênh trong cuộc trò chuyện trực tiếp,Dạng bình luận được phép xuất hiện trên video theo mặc định,Đối tượng khán giả mục tiêu của video theo mặc định,Giấy phép mặc định của video,Vĩ độ của video theo vị trí mặc định,Kinh độ của video theo vị trí mặc định
UCnHRyiTsgPLe-Yd7jBFCptw,false,Chưa đặt,Chưa đặt,Chưa đặt,0,0





